Order_ID,Order_Date,Region,Product,Customer,Sales,Profit
4019,2024-12-23,West,Tablet,Customer D,9214,1621
4020,2024-08-03,North,Mobile,Customer C,8053,976
4021,2024-07-22,West,Monitor,Customer B,7668,1022
4022,2024-04-24,South,Keyboard,Customer C,5923,176
4023,2024-01-05,East,Keyboard,Customer E,9696,2419
4024,2024-06-23,East,Laptop,Customer E,3194,1549
4025,2024-07-11,South,Keyboard,Customer A,3847,2576
4026,2024-07-09,West,Mobile,Customer C,3427,2661
4027,2024-11-06,East,Keyboard,Customer C,8009,171
4028,2024-06-07,West,Mobile,Customer A,9004,2787
4029,2024-12-22,South,Monitor,Customer B,5546,2566
4030,2024-10-04,West,Tablet,Customer A,865,1121
4031,2024-08-15,North,Laptop,Customer D,3532,2514
4032,2024-09-06,West,Tablet,Customer C,9167,1722
4033,2024-01-13,North,Keyboard,Customer A,2295,315
4034,2024-08-04,East,Monitor,Customer C,3663,1069
4035,2024-03-20,North,Laptop,Customer E,5973,1640
4036,2024-10-27,East,Mobile,Customer D,8098,257
4037,2024-12-20,North,Mobile,Customer D,4548,2087
4038,2024-10-10,West,Tablet,Customer A,4112,2225
4039,2024-03-03,North,Monitor,Customer D,895,439
4040,2024-12-31,West,Laptop,Customer C,9862,2012
4041,2024-08-17,West,Laptop,Customer D,7122,2398
4042,2024-02-18,West,Keyboard,Customer C,572,2699
4043,2024-08-13,South,Monitor,Customer B,9059,2686
4044,2024-06-11,North,Monitor,Customer B,9030,572
4045,2024-07-24,South,Monitor,Customer D,9075,526
4046,2024-06-16,South,Mobile,Customer C,2156,79
4047,2024-02-28,East,Mobile,Customer A,9964,1154
4048,2024-02-05,East,Mobile,Customer A,3201,471
4049,2024-04-21,South,Tablet,Customer C,672,1638
4050,2024-08-12,North,Mobile,Customer E,8694,1389
4051,2024-12-31,West,Monitor,Customer E,5844,2050
4052,2024-08-25,North,Mobile,Customer A,1887,1143
4053,2024-07-02,North,Monitor,Customer A,3066,1649
4054,2024-11-03,East,Monitor,Customer C,3588,1620
4055,2024-07-10,North,Keyboard,Customer B,1259,2928
4056,2024-12-25,North,Mobile,Customer A,6033,711
4057,2024-04-15,West,Laptop,Customer A,4639,2061
4058,2024-10-15,North,Mobile,Customer D,3753,2076
4059,2024-12-15,West,Monitor,Customer E,2042,2745
4060,2024-06-17,West,Tablet,Customer E,4168,1672
4061,2024-10-29,North,Laptop,Customer E,1692,2317
4062,2024-06-06,East,Mobile,Customer A,3211,1017
4063,2024-04-14,West,Laptop,Customer C,6703,265
4064,2024-08-22,South,Laptop,Customer E,4249,239
4065,2024-05-20,East,Mobile,Customer A,5741,743
4066,2024-09-24,South,Tablet,Customer A,4335,725
4067,2024-12-23,South,Monitor,Customer C,8563,1397
4068,2024-08-17,West,Mobile,Customer D,8865,1489
4069,2024-06-27,North,Mobile,Customer B,9199,301
4070,2024-10-09,East,Mobile,Customer B,9180,2918
4071,2024-04-08,East,Tablet,Customer C,9708,291
4072,2024-06-19,West,Mobile,Customer B,8732,114
4073,2024-07-29,North,Mobile,Customer B,9961,2466
4074,2024-11-22,East,Monitor,Customer E,2760,2763
4075,2024-05-23,West,Tablet,Customer A,7003,1859
4076,2024-06-25,South,Monitor,Customer B,9762,2849
4077,2024-02-16,South,Monitor,Customer A,7903,990
4078,2024-11-29,South,Keyboard,Customer E,8969,2684
4079,2024-11-01,South,Keyboard,Customer D,3821,1613
4080,2024-08-05,North,Mobile,Customer C,5050,186
4081,2024-01-31,South,Mobile,Customer D,4182,2292
4082,2024-07-30,North,Tablet,Customer E,8571,1750
4083,2024-01-19,West,Mobile,Customer B,5223,1539
4084,2024-05-17,East,Keyboard,Customer A,2018,2078
4085,2024-05-24,East,Mobile,Customer E,2172,1703
4086,2024-10-03,South,Laptop,Customer A,6339,2632
4087,2024-07-18,North,Mobile,Customer A,899,257
4088,2024-10-06,South,Monitor,Customer A,2445,650
4089,2024-11-16,South,Monitor,Customer C,7815,454
4090,2024-01-14,East,Mobile,Customer C,9086,2631
4091,2024-06-02,East,Mobile,Customer E,8992,1557
4092,2024-04-26,West,Keyboard,Customer E,2722,1131
4093,2024-07-02,South,Laptop,Customer D,6986,2212
4094,2024-07-01,North,Mobile,Customer D,8671,2829
4095,2024-07-26,East,Monitor,Customer C,6982,1341
4096,2024-10-03,South,Laptop,Customer C,9449,158
4097,2024-09-28,North,Monitor,Customer C,2151,766
4098,2024-05-10,South,Laptop,Customer A,1291,267
4099,2024-04-25,North,Keyboard,Customer D,5170,1152
4100,2024-09-20,West,Laptop,Customer C,7511,1699
4101,2024-03-25,South,Laptop,Customer D,6141,667
4102,2024-03-21,West,Mobile,Customer E,4652,880
4103,2024-03-10,North,Keyboard,Customer B,533,1536
4104,2024-01-14,West,Laptop,Customer C,9275,1556
4105,2024-03-01,East,Mobile,Customer E,4608,2014
4106,2024-05-06,East,Tablet,Customer B,5060,2343
4107,2024-06-25,North,Keyboard,Customer E,1837,2438
4108,2024-06-01,North,Laptop,Customer E,7178,834
4109,2024-10-13,North,Monitor,Customer E,2531,449
4110,2024-07-26,West,Mobile,Customer B,2166,272
4111,2024-12-16,South,Tablet,Customer B,5386,1859
4112,2024-11-10,West,Keyboard,Customer A,4581,2760
4113,2024-02-07,South,Mobile,Customer A,1304,1577
4114,2024-04-09,North,Keyboard,Customer A,7716,1432
4115,2024-11-21,West,Tablet,Customer A,6826,958
4116,2024-11-12,West,Keyboard,Customer B,2699,2106
4117,2024-02-01,West,Laptop,Customer C,9290,1257
4118,2024-11-01,South,Laptop,Customer E,8979,845
4119,2024-08-03,South,Mobile,Customer C,749,1776
4120,2024-01-07,North,Keyboard,Customer B,6755,2801
4121,2024-04-12,West,Keyboard,Customer A,3279,2012
4122,2024-11-10,West,Mobile,Customer A,2491,913
4123,2024-10-09,East,Tablet,Customer A,4127,2945
4124,2024-05-27,West,Mobile,Customer D,3008,94
4125,2024-08-27,West,Mobile,Customer B,5035,1115
4126,2024-11-22,South,Monitor,Customer C,9538,1159
4127,2024-12-31,West,Mobile,Customer C,6879,1690
4128,2024-10-28,North,Keyboard,Customer C,3638,66
4129,2024-04-01,South,Tablet,Customer C,9023,1780
4130,2024-08-13,South,Keyboard,Customer D,3617,1084
4131,2024-01-16,South,Tablet,Customer B,2339,2629
4132,2024-03-24,South,Mobile,Customer C,9314,362
4133,2024-12-12,East,Mobile,Customer E,5578,837
4134,2024-12-25,South,Laptop,Customer A,7425,2299
4135,2024-11-06,East,Mobile,Customer A,7870,1477
4136,2024-06-12,South,Tablet,Customer D,8908,2205
4137,2024-08-24,East,Laptop,Customer D,6388,614
4138,2024-08-02,North,Keyboard,Customer E,4818,651
4139,2024-08-03,West,Keyboard,Customer B,3764,882
4140,2024-04-01,West,Monitor,Customer D,7954,1171
4141,2024-05-01,South,Mobile,Customer B,6904,1862
4142,2024-10-19,North,Mobile,Customer B,9199,190
4143,2024-02-27,East,Monitor,Customer E,7595,762
4144,2024-06-25,West,Tablet,Customer D,624,2165
4145,2024-06-24,South,Laptop,Customer B,4953,1770
4146,2024-12-25,East,Monitor,Customer B,4586,2758
4147,2024-01-17,West,Monitor,Customer C,5206,2712
4148,2024-11-02,East,Laptop,Customer E,2132,1019
4149,2024-11-23,West,Laptop,Customer D,770,1950
4150,2024-11-16,North,Tablet,Customer E,880,637
4151,2024-02-28,West,Tablet,Customer E,9275,1013
4152,2024-10-12,North,Laptop,Customer B,6661,1389
4153,2024-04-16,West,Monitor,Customer A,5201,1848
4154,2024-11-20,East,Keyboard,Customer C,2743,1718
4155,2024-11-30,West,Mobile,Customer C,817,636
4156,2024-05-05,North,Keyboard,Customer A,6693,2374
4157,2024-05-13,West,Tablet,Customer B,6206,2501
4158,2024-05-07,West,Monitor,Customer D,8125,1760
4159,2024-12-10,West,Monitor,Customer D,3330,115
4160,2024-05-06,North,Tablet,Customer B,5252,57
4161,2024-10-05,North,Monitor,Customer E,4818,1244
4162,2024-11-24,South,Mobile,Customer B,2292,984
4163,2024-11-22,East,Laptop,Customer E,7267,2589
4164,2024-11-19,North,Laptop,Customer D,4863,2377
4165,2024-08-18,West,Mobile,Customer A,3261,1775
4166,2024-05-01,West,Mobile,Customer E,9314,1410
4167,2024-11-22,South,Keyboard,Customer A,5264,1056
4168,2024-03-29,South,Monitor,Customer E,8754,1888
4169,2024-04-10,East,Laptop,Customer E,5587,392
4170,2024-02-06,North,Monitor,Customer D,1710,2458
4171,2024-02-11,East,Tablet,Customer B,3187,1263
4172,2024-10-15,North,Mobile,Customer E,9414,570
4173,2024-06-13,North,Laptop,Customer C,586,866
4174,2024-05-23,North,Monitor,Customer B,1999,2699
4175,2024-03-01,East,Laptop,Customer D,8568,2168
4176,2024-08-18,North,Laptop,Customer B,5807,660
4177,2024-03-23,South,Keyboard,Customer A,3067,1863
4178,2024-02-13,South,Keyboard,Customer B,6259,1239
4179,2024-09-23,North,Monitor,Customer A,9761,1015
4180,2024-06-04,South,Keyboard,Customer C,2404,928
4181,2024-10-09,South,Mobile,Customer D,3993,967
4182,2024-02-11,West,Tablet,Customer D,6156,2555
4183,2024-06-17,East,Mobile,Customer C,6800,2814
4184,2024-08-18,South,Tablet,Customer E,5550,148
4185,2024-11-23,West,Mobile,Customer A,5372,1993
4186,2024-01-09,West,Mobile,Customer E,704,2130
4187,2024-09-30,South,Mobile,Customer B,1812,167
4188,2024-07-18,North,Mobile,Customer A,5696,834
4189,2024-05-04,West,Tablet,Customer B,4311,1087
4190,2024-04-28,North,Mobile,Customer B,9727,1583
4191,2024-05-05,North,Tablet,Customer A,8498,315
4192,2024-07-16,North,Monitor,Customer D,525,999
4193,2024-05-11,South,Mobile,Customer B,6207,2700
4194,2024-01-05,West,Keyboard,Customer D,7336,2712
4195,2024-06-02,South,Laptop,Customer C,4162,1607
4196,2024-05-26,East,Monitor,Customer E,6730,2837
4197,2024-07-31,South,Mobile,Customer A,8233,2877
4198,2024-11-06,North,Laptop,Customer B,1980,1567
4199,2024-11-30,North,Mobile,Customer A,1306,214
4200,2024-05-07,West,Laptop,Customer A,9987,2692
4201,2024-07-15,East,Keyboard,Customer B,4236,1816
4202,2024-02-09,West,Monitor,Customer E,1396,1567
4203,2024-07-26,East,Monitor,Customer C,8240,1221
4204,2024-12-21,North,Keyboard,Customer E,7470,1535
4205,2024-12-29,East,Keyboard,Customer C,8302,1678
4206,2024-10-10,North,Laptop,Customer D,6597,1388
4207,2024-06-01,South,Laptop,Customer D,1359,1985
4208,2024-07-31,West,Monitor,Customer A,3970,2426
4209,2024-05-20,West,Tablet,Customer B,9843,2211
4210,2024-08-21,North,Mobile,Customer E,5199,782
4211,2024-10-26,South,Mobile,Customer B,8240,1114
4212,2024-05-23,East,Tablet,Customer C,2755,2540
4213,2024-05-22,South,Keyboard,Customer A,9299,2985
4214,2024-12-30,West,Keyboard,Customer A,4197,496
4215,2024-03-06,South,Monitor,Customer C,8623,50
4216,2024-09-16,West,Keyboard,Customer D,7569,2383
4217,2024-12-12,East,Laptop,Customer B,2769,1672
4218,2024-06-01,South,Laptop,Customer C,4365,1130
4219,2024-09-26,East,Mobile,Customer A,3928,2606
4220,2024-12-17,South,Monitor,Customer D,3598,173
4221,2024-09-05,North,Mobile,Customer A,8098,956
4222,2024-08-06,East,Monitor,Customer D,3859,1308
4223,2024-04-01,West,Tablet,Customer C,3708,1655
4224,2024-07-01,South,Laptop,Customer A,2055,421
4225,2024-03-06,North,Laptop,Customer E,4897,272
4226,2024-02-07,West,Mobile,Customer A,8939,2263
4227,2024-10-18,South,Laptop,Customer C,9784,2993
4228,2024-10-11,East,Laptop,Customer C,756,1903
4229,2024-08-20,West,Keyboard,Customer C,5829,1209
4230,2024-07-19,South,Tablet,Customer D,8400,414
4231,2024-11-15,North,Tablet,Customer A,9917,2149
4232,2024-04-11,South,Mobile,Customer D,1806,1754
4233,2024-12-30,North,Laptop,Customer A,3777,2752
4234,2024-08-13,East,Monitor,Customer E,1386,253
4235,2024-08-27,South,Laptop,Customer A,3739,2653
4236,2024-06-10,West,Keyboard,Customer C,1971,1112
4237,2024-06-13,South,Tablet,Customer C,6263,2596
4238,2024-07-01,North,Mobile,Customer D,2319,1202
4239,2024-05-28,North,Tablet,Customer E,9598,2765
4240,2024-12-02,North,Monitor,Customer D,9869,2348
4241,2024-10-05,North,Monitor,Customer B,980,260
4242,2024-03-09,South,Monitor,Customer D,8054,1758
4243,2024-08-28,West,Laptop,Customer A,9564,1709
4244,2024-05-01,South,Mobile,Customer E,5318,2148
4245,2024-03-13,East,Mobile,Customer D,8850,886
4246,2024-02-28,West,Laptop,Customer C,1139,1379
4247,2024-09-26,West,Tablet,Customer C,9851,1283
4248,2024-04-18,West,Tablet,Customer E,9558,669
4249,2024-10-30,North,Monitor,Customer A,3088,85
4250,2024-11-01,East,Laptop,Customer B,953,2371
4251,2024-07-05,East,Tablet,Customer A,8626,1126
4252,2024-08-30,East,Keyboard,Customer B,785,1683
4253,2024-08-21,East,Keyboard,Customer E,2240,2207
4254,2024-01-18,North,Laptop,Customer E,2309,620
4255,2024-10-26,East,Mobile,Customer E,1278,1682
4256,2024-10-08,West,Monitor,Customer D,6241,364
4257,2024-04-01,South,Mobile,Customer B,6890,1864
4258,2024-08-06,East,Tablet,Customer E,8261,2964
4259,2024-07-21,East,Mobile,Customer B,4028,2031
4260,2024-09-28,North,Monitor,Customer D,1411,1248
4261,2024-10-22,North,Laptop,Customer A,2083,2127
4262,2024-11-03,East,Mobile,Customer B,8507,1752
4263,2024-02-23,South,Monitor,Customer D,4065,2587
4264,2024-01-02,East,Laptop,Customer B,1358,2724
4265,2024-12-06,North,Laptop,Customer C,1120,703
4266,2024-02-27,West,Monitor,Customer D,4197,967
4267,2024-01-02,South,Tablet,Customer B,7463,2568
4268,2024-10-09,West,Keyboard,Customer C,7250,2112
4269,2024-02-26,South,Monitor,Customer E,1523,819
4270,2024-10-16,West,Mobile,Customer A,7202,2019
4271,2024-08-12,North,Keyboard,Customer C,3031,310
4272,2024-01-18,West,Tablet,Customer D,7224,103
4273,2024-02-09,East,Laptop,Customer C,2470,1318
4274,2024-02-06,South,Tablet,Customer A,5473,2705
4275,2024-06-03,North,Tablet,Customer A,4460,1207
4276,2024-11-13,West,Keyboard,Customer B,4210,1864
4277,2024-07-04,West,Monitor,Customer B,2799,1496
4278,2024-12-23,East,Keyboard,Customer B,9341,233
4279,2024-08-14,East,Monitor,Customer D,854,2515
4280,2024-03-01,East,Laptop,Customer A,5990,2812
4281,2024-07-17,North,Monitor,Customer B,1059,2603
4282,2024-01-17,West,Tablet,Customer B,3474,1305
4283,2024-10-27,East,Mobile,Customer A,988,1432
4284,2024-10-03,South,Keyboard,Customer D,8684,2583
4285,2024-06-08,East,Keyboard,Customer C,8079,797
4286,2024-06-12,East,Mobile,Customer A,956,1103
4287,2024-08-24,East,Keyboard,Customer E,7725,1134
4288,2024-04-01,West,Monitor,Customer C,1938,1047
4289,2024-12-27,North,Mobile,Customer C,3153,1079
4290,2024-04-02,North,Tablet,Customer A,9495,101
4291,2024-05-20,West,Mobile,Customer A,4089,1583
4292,2024-10-21,West,Mobile,Customer B,7278,2328
4293,2024-06-06,North,Laptop,Customer B,904,1234
4294,2024-01-16,East,Keyboard,Customer D,8321,1386
4295,2024-09-02,West,Tablet,Customer C,5037,1682
4296,2024-09-03,East,Laptop,Customer C,3698,2007
4297,2024-02-01,West,Laptop,Customer D,4371,2172
4298,2024-05-29,South,Laptop,Customer E,7650,312
4299,2024-01-22,East,Laptop,Customer C,2230,2385
4300,2024-08-28,South,Keyboard,Customer E,5899,1185
4301,2024-10-28,East,Keyboard,Customer D,1408,2296
4302,2024-11-26,North,Tablet,Customer E,9500,2162
4303,2024-07-21,South,Mobile,Customer B,8520,1601
4304,2024-05-15,North,Laptop,Customer B,5430,1003
4305,2024-12-28,South,Mobile,Customer E,1727,210
4306,2024-07-24,North,Keyboard,Customer C,6018,907
4307,2024-09-29,North,Monitor,Customer B,8163,83
4308,2024-01-02,North,Tablet,Customer C,2960,643
4309,2024-01-05,West,Laptop,Customer A,8124,133
4310,2024-03-02,East,Keyboard,Customer E,2585,1088
4311,2024-03-10,West,Monitor,Customer B,588,597
4312,2024-12-12,North,Tablet,Customer A,2150,1990
4313,2024-06-15,West,Monitor,Customer C,5371,62
4314,2024-06-20,South,Tablet,Customer C,5079,2167
4315,2024-02-09,North,Keyboard,Customer C,8282,1002
4316,2024-11-20,East,Laptop,Customer A,5118,139
4317,2024-11-13,South,Monitor,Customer E,6288,677
4318,2024-06-06,East,Monitor,Customer B,3457,1609
4319,2024-09-16,North,Laptop,Customer C,9896,2662
4320,2024-05-07,South,Tablet,Customer A,3713,289
4321,2024-07-03,South,Keyboard,Customer B,9660,2656
4322,2024-12-28,South,Tablet,Customer C,7754,2090
4323,2024-11-16,East,Tablet,Customer A,6138,690
4324,2024-09-14,West,Tablet,Customer A,1905,2425
4325,2024-03-11,North,Mobile,Customer E,3791,508
4326,2024-05-28,West,Monitor,Customer A,5251,2586
4327,2024-10-28,East,Tablet,Customer C,3048,1294
4328,2024-03-16,West,Mobile,Customer A,9331,2306
4329,2024-03-26,East,Monitor,Customer C,6374,757
4330,2024-07-09,South,Laptop,Customer A,521,108
4331,2024-03-23,North,Tablet,Customer A,4143,726
4332,2024-02-16,West,Tablet,Customer B,2677,764
4333,2024-05-21,West,Laptop,Customer C,7687,2880
4334,2024-07-01,North,Keyboard,Customer A,2194,560
4335,2024-04-27,West,Laptop,Customer D,8206,1523
4336,2024-12-09,North,Tablet,Customer A,2047,948
4337,2024-01-28,North,Keyboard,Customer B,2545,2841
4338,2024-03-13,West,Monitor,Customer A,1617,2752
4339,2024-04-08,East,Laptop,Customer A,8540,1819
4340,2024-05-01,South,Mobile,Customer D,2589,1958
4341,2024-07-27,South,Keyboard,Customer C,7451,395
4342,2024-03-02,North,Monitor,Customer C,9205,2795
4343,2024-05-14,West,Monitor,Customer A,6726,709
4344,2024-01-05,South,Tablet,Customer E,9668,2984
4345,2024-03-31,North,Laptop,Customer D,2858,1847
4346,2024-03-07,South,Keyboard,Customer B,2753,2199
4347,2024-02-13,South,Tablet,Customer E,8107,2640
4348,2024-09-09,West,Mobile,Customer B,6315,918
4349,2024-05-22,West,Keyboard,Customer E,622,2749
4350,2024-02-15,West,Tablet,Customer D,1651,456
4351,2024-05-12,East,Monitor,Customer D,9760,1477
4352,2024-07-23,East,Tablet,Customer C,8317,1226
4353,2024-11-27,East,Monitor,Customer D,4968,1306
4354,2024-12-22,West,Mobile,Customer C,5635,1434
4355,2024-03-11,South,Laptop,Customer E,5133,1048
4356,2024-05-03,East,Mobile,Customer A,2936,2764
4357,2024-10-13,North,Laptop,Customer B,1910,1361
4358,2024-08-05,East,Laptop,Customer C,9756,142
4359,2024-02-04,North,Mobile,Customer C,9626,718
4360,2024-02-06,South,Laptop,Customer C,3311,1263
4361,2024-04-28,East,Mobile,Customer D,3467,1486
4362,2024-01-23,East,Laptop,Customer A,3935,2410
4363,2024-01-25,North,Laptop,Customer B,1873,863
4364,2024-06-10,North,Keyboard,Customer C,9649,2387
4365,2024-06-07,South,Mobile,Customer C,8520,2378
4366,2024-06-07,South,Monitor,Customer A,8545,2192
4367,2024-08-25,South,Mobile,Customer E,6392,400
4368,2024-11-08,North,Keyboard,Customer E,1498,213
4369,2024-08-08,West,Mobile,Customer D,7922,1216
4370,2024-04-16,East,Mobile,Customer D,1924,264
4371,2024-04-05,East,Monitor,Customer D,8020,1656
4372,2024-05-16,North,Tablet,Customer B,1412,1417
4373,2024-12-14,East,Mobile,Customer C,7785,952
4374,2024-04-30,West,Keyboard,Customer B,2261,2904
4375,2024-09-10,West,Keyboard,Customer D,6219,345
4376,2024-11-16,South,Monitor,Customer C,8567,909
4377,2024-08-17,East,Mobile,Customer A,5870,927
4378,2024-08-01,East,Laptop,Customer D,8336,1875
4379,2024-10-19,South,Laptop,Customer D,6739,2735
4380,2024-05-05,South,Laptop,Customer C,8696,1257
4381,2024-04-13,South,Laptop,Customer D,9772,1239
4382,2024-07-21,South,Mobile,Customer B,9139,2290
4383,2024-03-06,West,Laptop,Customer B,3152,1442
4384,2024-05-13,East,Keyboard,Customer E,3061,1110
4385,2024-12-30,North,Laptop,Customer B,5244,2014
4386,2024-03-29,North,Mobile,Customer D,4841,541
4387,2024-02-28,West,Laptop,Customer A,2782,2016
4388,2024-05-23,North,Mobile,Customer C,6980,2418
4389,2024-04-05,North,Keyboard,Customer D,7245,2182
4390,2024-02-01,West,Keyboard,Customer D,5234,2307
4391,2024-03-22,North,Laptop,Customer B,3115,1772
4392,2024-12-25,West,Keyboard,Customer B,3247,2150
4393,2024-12-25,North,Keyboard,Customer A,5053,480
4394,2024-07-04,West,Tablet,Customer D,9757,1563
4395,2024-09-29,East,Laptop,Customer E,600,82
4396,2024-05-04,East,Mobile,Customer D,7664,2450
4397,2024-09-28,North,Mobile,Customer A,8362,1297
4398,2024-05-17,West,Tablet,Customer E,3367,370
4399,2024-10-28,North,Keyboard,Customer C,8092,1975
4400,2024-11-02,East,Tablet,Customer A,1958,2003
4401,2024-02-19,North,Keyboard,Customer A,3779,1327
4402,2024-03-01,East,Keyboard,Customer A,6112,2017
4403,2024-07-06,South,Keyboard,Customer D,5564,2067
4404,2024-06-02,East,Tablet,Customer C,6322,2594
4405,2024-11-08,South,Tablet,Customer D,5140,2490
4406,2024-11-22,South,Tablet,Customer E,3933,1606
4407,2024-06-19,East,Tablet,Customer B,5986,1282
4408,2024-09-05,West,Keyboard,Customer D,733,2070
4409,2024-06-15,North,Mobile,Customer E,4439,238
4410,2024-04-11,North,Mobile,Customer E,7933,467
4411,2024-08-04,East,Monitor,Customer B,3047,2488
4412,2024-08-30,West,Keyboard,Customer A,2557,2597
4413,2024-12-08,East,Keyboard,Customer C,3939,2457
4414,2024-04-26,South,Tablet,Customer E,6478,1297
4415,2024-11-01,East,Mobile,Customer A,3620,173
4416,2024-07-04,West,Monitor,Customer C,6834,2821
4417,2024-09-01,South,Monitor,Customer E,2483,176
4418,2024-06-23,North,Mobile,Customer A,3705,2904
4419,2024-06-01,West,Monitor,Customer E,5114,795
4420,2024-07-17,West,Mobile,Customer E,9218,2983
4421,2024-03-24,West,Tablet,Customer A,2963,2919
4422,2024-01-24,South,Laptop,Customer E,9481,2706
4423,2024-01-11,East,Mobile,Customer E,5323,789
4424,2024-12-08,West,Keyboard,Customer B,4864,1879
4425,2024-05-23,South,Keyboard,Customer B,4454,1197
4426,2024-08-10,South,Tablet,Customer A,6700,1368
4427,2024-08-25,East,Laptop,Customer D,4995,78
4428,2024-02-24,East,Keyboard,Customer D,7025,1100
4429,2024-12-23,West,Tablet,Customer A,5556,1436
4430,2024-06-19,East,Keyboard,Customer A,9514,437
4431,2024-11-23,North,Mobile,Customer E,6344,1601
4432,2024-06-06,East,Mobile,Customer B,3020,2999
4433,2024-07-07,West,Monitor,Customer D,6443,2575
4434,2024-02-16,East,Monitor,Customer C,9495,898
4435,2024-01-30,North,Tablet,Customer D,8328,1364
4436,2024-05-20,North,Tablet,Customer A,9712,1062
4437,2024-05-18,North,Keyboard,Customer B,4923,2461
4438,2024-09-28,West,Monitor,Customer B,5584,2412
4439,2024-06-24,West,Tablet,Customer B,1869,2142
4440,2024-02-06,North,Monitor,Customer D,6995,1727
4441,2024-11-19,West,Keyboard,Customer B,7238,2393
4442,2024-04-25,East,Tablet,Customer B,7804,1322
4443,2024-06-11,South,Mobile,Customer E,3853,2319
4444,2024-03-25,East,Tablet,Customer A,6283,433
4445,2024-07-21,West,Keyboard,Customer D,4376,555
4446,2024-03-06,North,Mobile,Customer D,2411,2321
4447,2024-08-12,North,Monitor,Customer B,9028,999
4448,2024-05-29,South,Tablet,Customer D,5007,2848
4449,2024-02-13,South,Mobile,Customer C,3920,1688
4450,2024-12-02,East,Keyboard,Customer C,5262,1058
4451,2024-04-03,South,Monitor,Customer C,6146,2934
4452,2024-12-18,East,Mobile,Customer E,1344,67
4453,2024-05-17,South,Mobile,Customer B,1794,1703
4454,2024-10-20,East,Laptop,Customer B,690,607
4455,2024-04-06,East,Tablet,Customer E,4811,1393
4456,2024-07-01,West,Keyboard,Customer C,3239,1197
4457,2024-05-01,East,Tablet,Customer C,2999,2498
4458,2024-03-05,West,Monitor,Customer C,7231,1128
4459,2024-09-25,West,Monitor,Customer D,8712,2906
4460,2024-12-27,South,Monitor,Customer D,1991,2124
4461,2024-09-08,West,Mobile,Customer E,2337,210
4462,2024-05-24,East,Tablet,Customer C,5509,2822
4463,2024-12-01,South,Laptop,Customer A,9217,2662
4464,2024-01-05,West,Keyboard,Customer C,5546,750
4465,2024-02-03,West,Monitor,Customer B,4334,747
4466,2024-08-16,West,Mobile,Customer E,1826,2824
4467,2024-09-07,West,Monitor,Customer D,9300,627
4468,2024-10-10,West,Laptop,Customer A,4008,614
4469,2024-11-06,North,Laptop,Customer E,6443,1809
4470,2024-03-07,North,Laptop,Customer E,5947,589
4471,2024-06-22,North,Laptop,Customer A,4950,889
4472,2024-02-21,South,Mobile,Customer A,3848,64
4473,2024-12-13,West,Monitor,Customer D,1518,1198
4474,2024-01-15,North,Monitor,Customer C,2228,640
4475,2024-02-21,East,Laptop,Customer B,3639,2427
4476,2024-08-05,East,Mobile,Customer D,5740,1582
4477,2024-11-25,South,Mobile,Customer C,5536,1849
4478,2024-11-27,West,Keyboard,Customer E,767,676
4479,2024-12-04,South,Monitor,Customer A,6317,2590
4480,2024-01-06,South,Laptop,Customer B,4497,2110
4481,2024-08-08,South,Tablet,Customer C,8145,1659
4482,2024-06-02,North,Monitor,Customer C,5354,2070
4483,2024-04-01,North,Monitor,Customer D,5472,2974
4484,2024-02-06,North,Laptop,Customer A,7373,2170
4485,2024-12-31,South,Mobile,Customer A,9245,2686
4486,2024-03-03,West,Laptop,Customer C,5556,1426
4487,2024-03-13,West,Tablet,Customer B,1693,1610
4488,2024-12-21,North,Monitor,Customer A,5513,1175
4489,2024-10-24,South,Monitor,Customer A,9880,2320
4490,2024-09-29,East,Keyboard,Customer A,6096,1013
4491,2024-01-21,East,Tablet,Customer A,3723,2616
4492,2024-09-15,North,Keyboard,Customer C,1963,1532
4493,2024-07-29,South,Keyboard,Customer A,4754,2592
4494,2024-01-29,East,Laptop,Customer C,6330,1202
4495,2024-02-03,South,Monitor,Customer B,5312,2475
4496,2024-07-22,East,Mobile,Customer D,3435,460
4497,2024-06-07,West,Tablet,Customer E,3010,2709
4498,2024-12-26,East,Tablet,Customer B,1746,629
4499,2024-05-30,South,Keyboard,Customer A,586,1401
4500,2024-06-18,South,Laptop,Customer A,8705,903
4501,2024-05-06,East,Tablet,Customer C,564,1067
4502,2024-06-19,South,Mobile,Customer C,5696,946
4503,2024-10-02,East,Mobile,Customer B,5754,648
4504,2024-07-14,North,Monitor,Customer D,4957,496
4505,2024-05-19,South,Monitor,Customer D,3973,616
4506,2024-03-02,South,Keyboard,Customer E,1216,2134
4507,2024-07-11,South,Monitor,Customer B,8172,1296
4508,2024-08-16,North,Keyboard,Customer A,5091,1337
4509,2024-08-18,West,Mobile,Customer B,8112,258
4510,2024-06-14,South,Keyboard,Customer E,8323,1323
4511,2024-12-04,North,Monitor,Customer E,8912,2952
4512,2024-03-23,West,Keyboard,Customer B,4392,563
4513,2024-07-23,South,Tablet,Customer E,4337,2034
4514,2024-10-06,South,Laptop,Customer B,5421,1894
4515,2024-12-21,North,Mobile,Customer E,9967,437
4516,2024-04-05,West,Keyboard,Customer A,6264,551
4517,2024-05-30,North,Mobile,Customer D,5053,1488
4518,2024-11-22,South,Monitor,Customer E,7193,1082
4519,2024-02-02,East,Keyboard,Customer D,4845,2559
4520,2024-12-28,South,Tablet,Customer A,7590,2259
